mol_idx,smiles,n_atoms,k_requested,n_partitions,score,within_frac,between_frac,higher_frac,prediction,atom_baseline,validation_passed,validation_error,strategy,contribution_setting
11,CC1C2CC2(C)C1=NO,20,3,3,0.9940547777324027,0.9917821738037733,0.0045452078571888805,0.0036726183389854936,-1884.4887779695775,0.0,True,1.2065536186859193e-16,Distance (k=3),with_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,3,3,0.9864034820910161,0.9767219515582337,0.01936306106548059,0.003914987376222543,-1522.078526748084,0.0,True,1.4938366940173598e-16,Distance (k=3),with_single_atom_contributions
13,CCCC1=NC=NN=N1,17,3,3,0.9939740824751334,0.9917760528765259,0.004396059197133929,0.003827887926279313,-1633.5341333303422,0.0,True,6.959563035871911e-16,Distance (k=3),with_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,3,3,0.9920418219023946,0.9880881710850675,0.007907301634564805,0.004004527280300542,-1468.7092323270667,0.0,True,1.238495247056949e-15,Distance (k=3),with_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,3,3,0.9909678078799389,0.9820812065042581,0.01777320275127659,0.0001455907444014925,-1539.7034466654081,0.0,True,1.476736808868284e-16,Distance (k=3),with_single_atom_contributions
16,CCC(COC=N)=NO,19,3,3,0.9979641804614935,0.9977532489931746,0.00042186293656125163,0.0018248880702067208,-1737.5095308442717,0.0,True,2.617236583821627e-16,Distance (k=3),with_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,3,3,0.9913846796419684,0.986059551339346,0.010650256605156097,0.0032901920554314623,-1500.7105462489424,0.0,True,1.5151068006521456e-16,Distance (k=3),with_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,3,3,0.9967801209614212,0.9948633761470227,0.003833489628710588,0.0013031342242018696,-1543.56841988232,0.0,True,2.9460783534370577e-16,Distance (k=3),with_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,3,3,0.9953287318423761,0.9940370702113352,0.002583323262002331,0.003379606526602993,-1678.2201106753193,0.0,True,1.3548501415092854e-16,Distance (k=3),with_single_atom_contributions
0,CC1=C(N)C=NO1,13,2,2,0.9987746231880944,0.9975492463761626,0.0024507536237585426,0.0,-1261.5773353406917,0.0,True,3.6045935365795276e-16,Random (k=2),with_single_atom_contributions
1,CC#CC1CC(C)C1O,21,2,2,0.9986708783079518,0.997341756615887,0.002658243384063678,0.0,-2019.579175708967,0.0,True,6.755080806279416e-16,Random (k=2),with_single_atom_contributions
2,C1OC11C2C3CN2C13,15,2,2,0.9775088609444961,0.9550177218889709,0.044982278110965515,0.0,-1432.333978567099,0.0,True,1.587434766231545e-16,Random (k=2),with_single_atom_contributions
3,C1NC2C3COCC12O3,18,2,2,0.9908985991268086,0.9817971982535981,0.018202801746345428,0.0,-1709.9491432050593,0.0,True,6.64855081645992e-16,Random (k=2),with_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9981204127154939,0.9962408254309668,0.0037591745689705336,0.0,-1585.2289793332293,0.0,True,1.4343270177842348e-16,Random (k=2),with_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9933388037826875,0.9866776075653545,0.013322392434584402,0.0,-1638.6151914305615,0.0,True,1.3875965304869043e-16,Random (k=2),with_single_atom_contributions
6,O=CC1OCC11CCO1,17,2,2,0.9925384531316537,0.9850769062632876,0.01492309373665368,0.0,-1653.7687905893724,0.0,True,2.7497637727482635e-16,Random (k=2),with_single_atom_contributions
7,CC12COCC1(C)C2O,21,2,2,0.998587574211054,0.9971751484220915,0.002824851577858249,0.0,-1980.9096562034208,0.0,True,4.591298239799613e-16,Random (k=2),with_single_atom_contributions
8,CNC(=O)CC1CN1,18,2,2,0.9973579623958516,0.9947159247916834,0.005284075208256715,0.0,-1669.6283676037929,0.0,True,1.3618220668443674e-16,Random (k=2),with_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,2,2,0.9955606068680525,0.9911212137360843,0.00887878626385384,0.0,-1618.1339928096172,0.0,True,4.2154792456047825e-16,Random (k=2),with_single_atom_contributions
10,COC12C(C)C1CC2C,23,2,2,0.999205133301959,0.9984102666039025,0.0015897333960508463,0.0,-2142.2303783647435,0.0,True,1.0613875974291129e-15,Random (k=2),with_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,2,2,0.989627713339929,0.9792554266798411,0.020744573320107998,0.0,-1884.4887779695775,0.0,True,4.826214474743677e-16,Random (k=2),with_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9994383396804393,0.9988766793608566,0.0011233206390776948,0.0,-1522.078526748084,0.0,True,1.4938366940173598e-16,Random (k=2),with_single_atom_contributions
13,CCCC1=NC=NN=N1,17,2,2,0.9955573582851177,0.9911147165702153,0.008885283429724606,0.0,-1633.5341333303422,0.0,True,0.0,Random (k=2),with_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9879170058060361,0.9758340116120495,0.024165988387882285,0.0,-1468.7092323270667,0.0,True,1.5481190588211863e-16,Random (k=2),with_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,2,2,0.9986917210280027,0.997383442055984,0.002616557943951317,0.0,-1539.7034466654081,0.0,True,1.476736808868284e-16,Random (k=2),with_single_atom_contributions
16,CCC(COC=N)=NO,19,2,2,0.984607379886401,0.9692147597727842,0.030785240227161854,0.0,-1737.5095308442717,0.0,True,1.3086182919108136e-16,Random (k=2),with_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,2,2,0.993606389103494,0.9872127782069657,0.012787221792967632,0.0,-1500.7105462489424,0.0,True,0.0,Random (k=2),with_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9967769261945639,0.9935538523891065,0.0064461476108294774,0.0,-1543.56841988232,0.0,True,4.4191175301555866e-16,Random (k=2),with_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9878837765764814,0.9757675531529431,0.02423244684699722,0.0,-1678.2201106753193,0.0,True,1.3548501415092854e-16,Random (k=2),with_single_atom_contributions
0,CC1=C(N)C=NO1,13,3,3,0.9685402515649445,0.9496213926690793,0.037837717791630254,0.012540889539215163,-1261.5773353406917,0.0,True,5.406890304869291e-16,Random (k=3),with_single_atom_contributions
1,CC#CC1CC(C)C1O,21,3,3,0.992319913619768,0.9891866694801466,0.006266488279177654,0.004546842240626861,-2019.579175708967,0.0,True,7.880927607325985e-16,Random (k=3),with_single_atom_contributions
2,C1OC11C2C3CN2C13,15,3,3,0.9766223533645745,0.9666258532606774,0.019993000207707154,0.013381146531550068,-1432.333978567099,0.0,True,0.0,Random (k=3),with_single_atom_contributions
3,C1NC2C3COCC12O3,18,3,3,0.9896877918756171,0.9841785534231918,0.01101847690477484,0.004802969671976678,-1709.9491432050593,0.0,True,3.989130489875952e-16,Random (k=3),with_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,3,3,0.991882799422715,0.9876429972682425,0.00847960430886192,0.0038773984228332886,-1585.2289793332293,0.0,True,1.4343270177842348e-16,Random (k=3),with_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,3,3,0.9939710606557216,0.9932091911283469,0.0015237390546682414,0.0052670698169239236,-1638.6151914305615,0.0,True,2.7751930609738085e-16,Random (k=3),with_single_atom_contributions
6,O=CC1OCC11CCO1,17,3,3,0.9752964333434959,0.960669289787962,0.029254287110991904,0.010076423100989185,-1653.7687905893724,0.0,True,2.7497637727482635e-16,Random (k=3),with_single_atom_contributions
7,CC12COCC1(C)C2O,21,3,3,0.9981773494470633,0.9967998788830076,0.0027549411280442322,0.0004451799888978794,-1980.9096562034208,0.0,True,4.591298239799613e-16,Random (k=3),with_single_atom_contributions
8,CNC(=O)CC1CN1,18,3,3,0.991639162801517,0.987516503478102,0.008245318646750996,0.004238177875087634,-1669.6283676037929,0.0,True,1.3618220668443674e-16,Random (k=3),with_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,3,3,0.9695073231063353,0.9491934003956488,0.04062784542129452,0.01017875418299786,-1618.1339928096172,0.0,True,2.810319497069855e-16,Random (k=3),with_single_atom_contributions
10,COC12C(C)C1CC2C,23,3,3,0.9794598895200396,0.9693814539285839,0.020156871182851706,0.010461674888519675,-2142.2303783647435,0.0,True,1.0613875974291129e-15,Random (k=3),with_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,3,3,0.9869173449820429,0.9813262260693035,0.01118223782541039,0.007491536105234946,-1884.4887779695775,0.0,True,3.619660856057758e-16,Random (k=3),with_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,3,3,0.9941345798855309,0.9920594545214733,0.004150250728028543,0.0037902947504331393,-1522.078526748084,0.0,True,1.4938366940173598e-16,Random (k=3),with_single_atom_contributions
13,CCCC1=NC=NN=N1,17,3,3,0.9645414762420185,0.9465927551328599,0.03589744221824088,0.017509802648842047,-1633.5341333303422,0.0,True,1.391912607174382e-16,Random (k=3),with_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,3,3,0.9900731820470335,0.9849875397389886,0.010171284616000325,0.004841175644943944,-1468.7092323270667,0.0,True,1.5481190588211863e-16,Random (k=3),with_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,3,3,0.9697143448703177,0.9557721346493241,0.027884420441905033,0.016343444908709273,-1539.7034466654081,0.0,True,1.476736808868284e-16,Random (k=3),with_single_atom_contributions
16,CCC(COC=N)=NO,19,3,3,0.9811576971617811,0.9655553518356113,0.031204690652267247,0.0032399575120671993,-1737.5095308442717,0.0,True,1.3086182919108136e-16,Random (k=3),with_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,3,3,0.9913492987812323,0.9895457451748311,0.0036071072127136813,0.00684714761238859,-1500.7105462489424,0.0,True,1.5151068006521456e-16,Random (k=3),with_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,3,3,0.994080729524535,0.9899806132440147,0.008200232560954944,0.0018191541949661464,-1543.56841988232,0.0,True,5.892156706874115e-16,Random (k=3),with_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,3,3,0.9889221744286866,0.9807397149010859,0.01636491905512206,0.0028953660437326663,-1678.2201106753193,0.0,True,0.0,Random (k=3),with_single_atom_contributions
0,CC1=C(N)C=NO1,13,2,2,0.9991839576729583,0.9983679153458903,0.0016320846540304095,0.0,-1261.5773353406917,0.0,True,0.0,Greedy-Random (k=2),with_single_atom_contributions
1,CC#CC1CC(C)C1O,21,2,2,0.999699527712373,0.9993990554247294,0.0006009445752210624,0.0,-2019.579175708967,0.0,True,6.755080806279416e-16,Greedy-Random (k=2),with_single_atom_contributions
2,C1OC11C2C3CN2C13,15,2,2,0.9998855969782289,0.9997711939564345,0.00022880604349561877,0.0,-1432.333978567099,0.0,True,9.524608597389272e-16,Greedy-Random (k=2),with_single_atom_contributions
3,C1NC2C3COCC12O3,18,2,2,0.9976057250990337,0.9952114501980478,0.004788549801894216,0.0,-1709.9491432050593,0.0,True,0.0,Greedy-Random (k=2),with_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9999914519263396,0.9999829038526583,1.7096147278566384e-05,0.0,-1585.2289793332293,0.0,True,7.171635088921174e-16,Greedy-Random (k=2),with_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9971140638769708,0.9942281277539213,0.0057718722460183116,0.0,-1638.6151914305615,0.0,True,6.937982652434522e-16,Greedy-Random (k=2),with_single_atom_contributions
6,O=CC1OCC11CCO1,17,2,2,0.9974467934988636,0.9948935869977072,0.005106413002232846,0.0,-1653.7687905893724,0.0,True,1.2373936977367187e-15,Greedy-Random (k=2),with_single_atom_contributions
7,CC12COCC1(C)C2O,21,2,2,0.9988880232845346,0.9977760465690526,0.0022239534308971165,0.0,-1980.9096562034208,0.0,True,1.033042103954913e-15,Greedy-Random (k=2),with_single_atom_contributions
8,CNC(=O)CC1CN1,18,2,2,0.9996377483591582,0.9992754967182966,0.0007245032816434969,0.0,-1669.6283676037929,0.0,True,2.723644133688735e-16,Greedy-Random (k=2),with_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,2,2,0.9967279730317715,0.9934559460635227,0.006544053936416294,0.0,-1618.1339928096172,0.0,True,1.4051597485349275e-16,Greedy-Random (k=2),with_single_atom_contributions
10,COC12C(C)C1CC2C,23,2,2,0.997771113803506,0.9955422276069968,0.004457772392956909,0.0,-2142.2303783647435,0.0,True,1.485942636400758e-15,Greedy-Random (k=2),with_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,2,2,0.9976683513836299,0.9953367027672423,0.004663297232705141,0.0,-1884.4887779695775,0.0,True,6.032768093429597e-16,Greedy-Random (k=2),with_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9978582570036579,0.9957165140072941,0.004283485992640836,0.0,-1522.078526748084,0.0,True,2.9876733880347196e-16,Greedy-Random (k=2),with_single_atom_contributions
13,CCCC1=NC=NN=N1,17,2,2,0.9993684262962814,0.9987368525925425,0.0012631474073964224,0.0,-1633.5341333303422,0.0,True,8.351475643046293e-16,Greedy-Random (k=2),with_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9969498920679903,0.9938997841359584,0.006100215863974368,0.0,-1468.7092323270667,0.0,True,1.5481190588211863e-16,Greedy-Random (k=2),with_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,2,2,0.9994934762019695,0.9989869524039172,0.0010130475960179084,0.0,-1539.7034466654081,0.0,True,1.476736808868284e-16,Greedy-Random (k=2),with_single_atom_contributions
16,CCC(COC=N)=NO,19,2,2,0.9984787149341715,0.996957429868324,0.003042570131618735,0.0,-1737.5095308442717,0.0,True,3.92585487573244e-16,Greedy-Random (k=2),with_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,2,2,0.9943596991162554,0.9887193982324887,0.011280601767444725,0.0,-1500.7105462489424,0.0,True,1.5151068006521456e-16,Greedy-Random (k=2),with_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9989788548710329,0.9979577097420442,0.002042290257890908,0.0,-1543.56841988232,0.0,True,1.4730391767185289e-16,Greedy-Random (k=2),with_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,2,2,0.997911736709593,0.9958234734191661,0.004176526580774315,0.0,-1678.2201106753193,0.0,True,0.0,Greedy-Random (k=2),with_single_atom_contributions
0,CC1=C(N)C=NO1,13,3,3,0.9991811588087581,0.99836231761749,0.0016376823824311533,0.0,-1261.5773353406917,0.0,True,9.01148384144882e-16,Greedy-Random (k=3),with_single_atom_contributions
1,CC#CC1CC(C)C1O,21,3,3,0.9986966142095935,0.9983198835690243,0.0007534612810725459,0.0009266551498538557,-2019.579175708967,0.0,True,5.629234005232846e-16,Greedy-Random (k=3),with_single_atom_contributions
2,C1OC11C2C3CN2C13,15,3,3,0.979577833447622,0.9623346638686658,0.034486339157825646,0.0031789969734435292,-1432.333978567099,0.0,True,1.587434766231545e-16,Greedy-Random (k=3),with_single_atom_contributions
3,C1NC2C3COCC12O3,18,3,3,0.9966872472473772,0.9943287287441109,0.004717037006454828,0.0009542342493758725,-1709.9491432050593,0.0,True,3.989130489875952e-16,Greedy-Random (k=3),with_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,3,3,0.9935524429435499,0.9898220614753648,0.007460762936287143,0.002717175588285851,-1585.2289793332293,0.0,True,1.4343270177842348e-16,Greedy-Random (k=3),with_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,3,3,0.9933090530355676,0.9890427599041519,0.008532586262751015,0.002424653833036827,-1638.6151914305615,0.0,True,2.7751930609738085e-16,Greedy-Random (k=3),with_single_atom_contributions
6,O=CC1OCC11CCO1,17,3,3,0.9962170089049525,0.9931984150261143,0.006037187757596744,0.0007643972162292377,-1653.7687905893724,0.0,True,1.0999055090993054e-15,Greedy-Random (k=3),with_single_atom_contributions
7,CC12COCC1(C)C2O,21,3,3,0.9979475580715911,0.9964544801468423,0.0029861558494306264,0.000559364003676966,-1980.9096562034208,0.0,True,4.591298239799613e-16,Greedy-Random (k=3),with_single_atom_contributions
8,CNC(=O)CC1CN1,18,3,3,0.9957719226939808,0.991886839162605,0.007770167062671793,0.0003429937746632937,-1669.6283676037929,0.0,True,1.3618220668443674e-16,Greedy-Random (k=3),with_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,3,3,0.9932066931590341,0.9895749988950712,0.007263388527844645,0.003161612577023193,-1618.1339928096172,0.0,True,5.62063899413971e-16,Greedy-Random (k=3),with_single_atom_contributions
10,COC12C(C)C1CC2C,23,3,3,0.9958571963253354,0.9944237327328675,0.0028669271848738463,0.002709340082212259,-2142.2303783647435,0.0,True,1.485942636400758e-15,Greedy-Random (k=3),with_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,3,3,0.9931046193731731,0.9910877242555356,0.004033790235204925,0.004878485509206898,-1884.4887779695775,0.0,True,1.2065536186859193e-16,Greedy-Random (k=3),with_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,3,3,0.9885477914867096,0.9849454526345783,0.0072046777041771095,0.00784986966118058,-1522.078526748084,0.0,True,1.4938366940173598e-16,Greedy-Random (k=3),with_single_atom_contributions
13,CCCC1=NC=NN=N1,17,3,3,0.9984167270550538,0.9968334541100873,0.003166545889851847,0.0,-1633.5341333303422,0.0,True,5.567650428697528e-16,Greedy-Random (k=3),with_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,3,3,0.9961128765500141,0.992973705596393,0.006278341907151805,0.0007479524963873419,-1468.7092323270667,0.0,True,0.0,Greedy-Random (k=3),with_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,3,3,0.994551425195831,0.9891836572252739,0.010735535941028747,8.080683363338441e-05,-1539.7034466654081,0.0,True,2.953473617736568e-16,Greedy-Random (k=3),with_single_atom_contributions
16,CCC(COC=N)=NO,19,3,3,0.9956766357412296,0.9931577704173927,0.005037730647596928,0.0018044989349527965,-1737.5095308442717,0.0,True,2.617236583821627e-16,Greedy-Random (k=3),with_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,3,3,0.9945031756166133,0.9926830594933272,0.003640232246483619,0.00367670826012271,-1500.7105462489424,0.0,True,1.5151068006521456e-16,Greedy-Random (k=3),with_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,3,3,0.9955666916954135,0.994435417986413,0.0022625474179145512,0.0033020345956076185,-1543.56841988232,0.0,True,7.365195883592644e-16,Greedy-Random (k=3),with_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,3,3,0.9974005296445673,0.9953867868009019,0.004027485687251706,0.0005857275117871013,-1678.2201106753193,0.0,True,2.709700283018571e-16,Greedy-Random (k=3),with_single_atom_contributions
0,CC1=C(N)C=NO1,13,4,4,0.9895451522491331,0.9857117086707321,0.007666887156697878,0.006621404172491985,-1261.5773353406917,0.0,True,3.6045935365795276e-16,Greedy-Random (k=4),with_single_atom_contributions
1,CC#CC1CC(C)C1O,21,4,4,0.996040699963434,0.9938453436599511,0.004390712606900218,0.0017639437330996132,-2019.579175708967,0.0,True,7.880927607325985e-16,Greedy-Random (k=4),with_single_atom_contributions
2,C1OC11C2C3CN2C13,15,4,4,0.9722150099579793,0.949965890198668,0.04449823951853763,0.005535870282730701,-1432.333978567099,0.0,True,1.587434766231545e-16,Greedy-Random (k=4),with_single_atom_contributions
3,C1NC2C3COCC12O3,18,4,4,0.98611728282572,0.9776656238633613,0.01690331792464198,0.005431058211940094,-1709.9491432050593,0.0,True,5.318840653167937e-16,Greedy-Random (k=4),with_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,4,4,0.9862550334153316,0.9790467279022511,0.01441661102607893,0.006536661071608503,-1585.2289793332293,0.0,True,2.8686540355684697e-16,Greedy-Random (k=4),with_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,4,4,0.9929609809314037,0.9900911978427138,0.005739566177299655,0.004169235979926292,-1638.6151914305615,0.0,True,4.162789591460713e-16,Greedy-Random (k=4),with_single_atom_contributions
6,O=CC1OCC11CCO1,17,4,4,0.9907926930969294,0.9843374169964747,0.012910552200830896,0.0027520308026355604,-1653.7687905893724,0.0,True,4.1246456591223956e-16,Greedy-Random (k=4),with_single_atom_contributions
7,CC12COCC1(C)C2O,21,4,4,0.9935902545773474,0.9919612037744869,0.0032581016056541234,0.004780694619808772,-1980.9096562034208,0.0,True,5.739122799749517e-16,Greedy-Random (k=4),with_single_atom_contributions
8,CNC(=O)CC1CN1,18,4,4,0.9943971641848214,0.9914762410523169,0.0058418462649300175,0.0026819126826938973,-1669.6283676037929,0.0,True,1.3618220668443674e-16,Greedy-Random (k=4),with_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,4,4,0.9797800362867494,0.9703461213503682,0.01886782987268149,0.010786048776889823,-1618.1339928096172,0.0,True,8.430958491209565e-16,Greedy-Random (k=4),with_single_atom_contributions
10,COC12C(C)C1CC2C,23,4,4,0.9885644845187684,0.9822518655587075,0.0126252379200616,0.0051228965211856286,-2142.2303783647435,0.0,True,1.0613875974291129e-15,Greedy-Random (k=4),with_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,4,4,0.9895503187657958,0.9860200358524391,0.0070605658266440835,0.0069193983208649685,-1884.4887779695775,0.0,True,3.619660856057758e-16,Greedy-Random (k=4),with_single_atom_contributions
