mol_idx,smiles,n_atoms,k_requested,n_partitions,score,adjusted_score,connectivity_penalty,within_frac,between_frac,higher_frac,prediction,atom_baseline,validation_passed,validation_error,strategy,method,contribution_setting,is_greedy_random,is_greedy_distance,is_metropolis_hastings,is_greedy,is_optimized
10,COC12C(C)C1CC2C,23,2,2,0.9978437793655942,0.9978437793655942,0.0,0.9956875587311728,0.004312441268780953,0.0,-2142.2303783647435,0.0,True,1.485942636400758e-15,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
11,CC1C2CC2(C)C1=NO,20,2,2,0.9960663075715037,0.9960663075715037,0.0,0.9921326151429901,0.007867384856957626,0.0,-1884.4887779695775,0.0,True,0.0,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9979587283860258,0.9979587283860258,0.0,0.9959174567720298,0.004082543227905037,0.0,-1522.078526748084,0.0,True,2.9876733880347196e-16,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
13,CCCC1=NC=NN=N1,17,2,2,0.9989947988974631,0.9989947988974631,0.0,0.9979895977949059,0.002010402205033095,0.0,-1633.5341333303422,0.0,True,5.567650428697528e-16,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9964428106725393,0.9964428106725393,0.0,0.9928856213450556,0.007114378654876121,0.0,-1468.7092323270667,0.0,True,0.0,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
15,OC12C=CC3OC1C2O3,15,2,2,0.9915257053119061,0.9915257053119061,0.0,0.9830514106237905,0.01694858937614453,0.0,-1539.7034466654081,0.0,True,4.430210426604852e-16,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
16,CCC(COC=N)=NO,19,2,2,0.9974549540594116,0.9974549540594116,0.0,0.9949099081188039,0.005090091881138614,0.0,-1737.5095308442717,0.0,True,2.617236583821627e-16,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
17,N#CC12OCC(O1)C=C2,14,2,2,0.9975694624070989,0.9975694624070989,0.0,0.9951389248141758,0.004861075185758146,0.0,-1500.7105462489424,0.0,True,6.060427202608582e-16,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9975047066671321,0.9975047066671321,0.0,0.9950094133342428,0.004990586665693174,0.0,-1543.56841988232,0.0,True,1.4730391767185289e-16,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9992080688979676,0.9992080688979676,0.0,0.9984161377959154,0.0015838622040250045,0.0,-1678.2201106753193,0.0,True,0.0,Distance (k=2),Distance,with_single_atom_contributions,False,False,False,False,False
0,CC1=C(N)C=NO1,13,2,2,0.9987746231880944,0.9680053924188636,0.3076923076923077,0.9975492463761626,0.0024507536237585426,0.0,-1261.5773353406917,0.0,True,3.6045935365795276e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
1,CC#CC1CC(C)C1O,21,2,2,0.9986708783079518,0.8986708783079518,1.0,0.997341756615887,0.002658243384063678,0.0,-2019.579175708967,0.0,True,6.755080806279416e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
2,C1OC11C2C3CN2C13,15,2,2,0.9775088609444961,0.8441755276111628,1.3333333333333333,0.9550177218889709,0.044982278110965515,0.0,-1432.333978567099,0.0,True,1.587434766231545e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
3,C1NC2C3COCC12O3,18,2,2,0.9908985991268086,0.9131208213490307,0.7777777777777778,0.9817971982535981,0.018202801746345428,0.0,-1709.9491432050593,0.0,True,6.64855081645992e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9981204127154939,0.9181204127154938,0.8,0.9962408254309668,0.0037591745689705336,0.0,-1585.2289793332293,0.0,True,1.4343270177842348e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9933388037826875,0.9183388037826874,0.75,0.9866776075653545,0.013322392434584402,0.0,-1638.6151914305615,0.0,True,1.3875965304869043e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
6,O=CC1OCC11CCO1,17,2,2,0.9925384531316537,0.9454796296022419,0.47058823529411764,0.9850769062632876,0.01492309373665368,0.0,-1653.7687905893724,0.0,True,2.7497637727482635e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
7,CC12COCC1(C)C2O,21,2,2,0.998587574211054,0.9223970980205778,0.7619047619047619,0.9971751484220915,0.002824851577858249,0.0,-1980.9096562034208,0.0,True,4.591298239799613e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
8,CNC(=O)CC1CN1,18,2,2,0.9973579623958516,0.9140246290625182,0.8333333333333334,0.9947159247916834,0.005284075208256715,0.0,-1669.6283676037929,0.0,True,1.3618220668443674e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
9,CC12C3C(CN13)OC2=O,16,2,2,0.9955606068680525,0.9080606068680525,0.875,0.9911212137360843,0.00887878626385384,0.0,-1618.1339928096172,0.0,True,4.2154792456047825e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
10,COC12C(C)C1CC2C,23,2,2,0.999205133301959,0.907900785475872,0.9130434782608695,0.9984102666039025,0.0015897333960508463,0.0,-2142.2303783647435,0.0,True,1.0613875974291129e-15,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
11,CC1C2CC2(C)C1=NO,20,2,2,0.989627713339929,0.8896277133399291,1.0,0.9792554266798411,0.020744573320107998,0.0,-1884.4887779695775,0.0,True,4.826214474743677e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9994383396804393,0.9461050063471059,0.5333333333333333,0.9988766793608566,0.0011233206390776948,0.0,-1522.078526748084,0.0,True,1.4938366940173598e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
13,CCCC1=NC=NN=N1,17,2,2,0.9955573582851177,0.9132044171086471,0.8235294117647058,0.9911147165702153,0.008885283429724606,0.0,-1633.5341333303422,0.0,True,0.0,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9879170058060361,0.9571477750368054,0.3076923076923077,0.9758340116120495,0.024165988387882285,0.0,-1468.7092323270667,0.0,True,1.5481190588211863e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
15,OC12C=CC3OC1C2O3,15,2,2,0.9986917210280027,0.9453583876946694,0.5333333333333333,0.997383442055984,0.002616557943951317,0.0,-1539.7034466654081,0.0,True,1.476736808868284e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
16,CCC(COC=N)=NO,19,2,2,0.984607379886401,0.9109231693600852,0.7368421052631579,0.9692147597727842,0.030785240227161854,0.0,-1737.5095308442717,0.0,True,1.3086182919108136e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
17,N#CC12OCC(O1)C=C2,14,2,2,0.993606389103494,0.9793206748177797,0.14285714285714285,0.9872127782069657,0.012787221792967632,0.0,-1500.7105462489424,0.0,True,0.0,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9967769261945639,0.928026926194564,0.6875,0.9935538523891065,0.0064461476108294774,0.0,-1543.56841988232,0.0,True,4.4191175301555866e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9878837765764814,0.9172955412823638,0.7058823529411765,0.9757675531529431,0.02423244684699722,0.0,-1678.2201106753193,0.0,True,1.3548501415092854e-16,Random (k=2),Random,with_single_atom_contributions,False,False,False,False,False
0,CC1=C(N)C=NO1,13,2,2,0.9991839576729583,0.9991839576729583,0.0,0.9983679153458903,0.0016320846540304095,0.0,-1261.5773353406917,0.0,True,0.0,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
1,CC#CC1CC(C)C1O,21,2,2,0.999699527712373,0.9711280991409444,0.2857142857142857,0.9993990554247294,0.0006009445752210624,0.0,-2019.579175708967,0.0,True,6.755080806279416e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
2,C1OC11C2C3CN2C13,15,2,2,0.9998855969782289,0.9998855969782289,0.0,0.9997711939564345,0.00022880604349561877,0.0,-1432.333978567099,0.0,True,9.524608597389272e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
3,C1NC2C3COCC12O3,18,2,2,0.9976057250990337,0.9976057250990337,0.0,0.9952114501980478,0.004788549801894216,0.0,-1709.9491432050593,0.0,True,0.0,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9999914519263396,0.9999914519263396,0.0,0.9999829038526583,1.7096147278566384e-05,0.0,-1585.2289793332293,0.0,True,7.171635088921174e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9971140638769708,0.9971140638769708,0.0,0.9942281277539213,0.0057718722460183116,0.0,-1638.6151914305615,0.0,True,6.937982652434522e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
6,O=CC1OCC11CCO1,17,2,2,0.9974467934988636,0.9974467934988636,0.0,0.9948935869977072,0.005106413002232846,0.0,-1653.7687905893724,0.0,True,1.2373936977367187e-15,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
7,CC12COCC1(C)C2O,21,2,2,0.9988880232845346,0.9988880232845346,0.0,0.9977760465690526,0.0022239534308971165,0.0,-1980.9096562034208,0.0,True,1.033042103954913e-15,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
8,CNC(=O)CC1CN1,18,2,2,0.9996377483591582,0.9996377483591582,0.0,0.9992754967182966,0.0007245032816434969,0.0,-1669.6283676037929,0.0,True,2.723644133688735e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
9,CC12C3C(CN13)OC2=O,16,2,2,0.9967279730317715,0.9779779730317715,0.1875,0.9934559460635227,0.006544053936416294,0.0,-1618.1339928096172,0.0,True,1.4051597485349275e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
10,COC12C(C)C1CC2C,23,2,2,0.997771113803506,0.989075461629593,0.08695652173913043,0.9955422276069968,0.004457772392956909,0.0,-2142.2303783647435,0.0,True,1.485942636400758e-15,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
11,CC1C2CC2(C)C1=NO,20,2,2,0.9976683513836299,0.9976683513836299,0.0,0.9953367027672423,0.004663297232705141,0.0,-1884.4887779695775,0.0,True,6.032768093429597e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9978582570036579,0.9978582570036579,0.0,0.9957165140072941,0.004283485992640836,0.0,-1522.078526748084,0.0,True,2.9876733880347196e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
13,CCCC1=NC=NN=N1,17,2,2,0.9993684262962814,0.9993684262962814,0.0,0.9987368525925425,0.0012631474073964224,0.0,-1633.5341333303422,0.0,True,8.351475643046293e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9969498920679903,0.9815652766833749,0.15384615384615385,0.9938997841359584,0.006100215863974368,0.0,-1468.7092323270667,0.0,True,1.5481190588211863e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
15,OC12C=CC3OC1C2O3,15,2,2,0.9994934762019695,0.9994934762019695,0.0,0.9989869524039172,0.0010130475960179084,0.0,-1539.7034466654081,0.0,True,1.476736808868284e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
16,CCC(COC=N)=NO,19,2,2,0.9984787149341715,0.9984787149341715,0.0,0.996957429868324,0.003042570131618735,0.0,-1737.5095308442717,0.0,True,3.92585487573244e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
17,N#CC12OCC(O1)C=C2,14,2,2,0.9943596991162554,0.9943596991162554,0.0,0.9887193982324887,0.011280601767444725,0.0,-1500.7105462489424,0.0,True,1.5151068006521456e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9989788548710329,0.9989788548710329,0.0,0.9979577097420442,0.002042290257890908,0.0,-1543.56841988232,0.0,True,1.4730391767185289e-16,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
19,CC1=NCC(O1)C(N)=O,17,2,2,0.997911736709593,0.997911736709593,0.0,0.9958234734191661,0.004176526580774315,0.0,-1678.2201106753193,0.0,True,0.0,Greedy-Random (k=2),Greedy-Random,with_single_atom_contributions,True,False,False,True,True
0,CC1=C(N)C=NO1,13,2,2,0.9990012639540917,0.9990012639540917,0.0,0.998002527908157,0.0019974720917639703,0.0,-1261.5773353406917,0.0,True,5.406890304869291e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
1,CC#CC1CC(C)C1O,21,2,2,0.9997214597417187,0.9997214597417187,0.0,0.9994429194834209,0.0005570805165296132,0.0,-2019.579175708967,0.0,True,2.2516936020931387e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
2,C1OC11C2C3CN2C13,15,2,2,0.9851868493788455,0.9851868493788455,0.0,0.9703736987576689,0.029626301242265406,0.0,-1432.333978567099,0.0,True,1.587434766231545e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
3,C1NC2C3COCC12O3,18,2,2,0.9990551442996298,0.9990551442996298,0.0,0.9981102885992401,0.0018897114007014825,0.0,-1709.9491432050593,0.0,True,1.329710163291984e-15,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9963622744699442,0.9963622744699442,0.0,0.9927245489398677,0.007275451060070017,0.0,-1585.2289793332293,0.0,True,5.737308071136939e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9994698297471437,0.9994698297471437,0.0,0.9989396594942669,0.0010603405056720573,0.0,-1638.6151914305615,0.0,True,6.937982652434522e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
6,O=CC1OCC11CCO1,17,2,2,0.999761805440993,0.999761805440993,0.0,0.9995236108819658,0.00047638911797375514,0.0,-1653.7687905893724,0.0,True,2.7497637727482635e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
7,CC12COCC1(C)C2O,21,2,2,0.9998549189152355,0.9998549189152355,0.0,0.999709837830454,0.00029016216949550395,0.0,-1980.9096562034208,0.0,True,5.739122799749517e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
8,CNC(=O)CC1CN1,18,2,2,0.9991132573353053,0.9991132573353053,0.0,0.9982265146705905,0.0017734853293496888,0.0,-1669.6283676037929,0.0,True,1.3618220668443674e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
9,CC12C3C(CN13)OC2=O,16,2,2,0.999665517951089,0.999665517951089,0.0,0.9993310359021578,0.000668964097780526,0.0,-1618.1339928096172,0.0,True,1.5456757233884204e-15,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
10,COC12C(C)C1CC2C,23,2,2,0.9978437793655942,0.9978437793655942,0.0,0.9956875587311728,0.004312441268780953,0.0,-2142.2303783647435,0.0,True,1.485942636400758e-15,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
11,CC1C2CC2(C)C1=NO,20,2,2,0.9960663075715037,0.9960663075715037,0.0,0.9921326151429901,0.007867384856957626,0.0,-1884.4887779695775,0.0,True,0.0,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9989734973267947,0.9989734973267947,0.0,0.9979469946535677,0.0020530053463667986,0.0,-1522.078526748084,0.0,True,2.9876733880347196e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
13,CCCC1=NC=NN=N1,17,2,2,0.9989947988974631,0.9989947988974631,0.0,0.9979895977949059,0.002010402205033095,0.0,-1633.5341333303422,0.0,True,5.567650428697528e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9964428106725393,0.9964428106725393,0.0,0.9928856213450556,0.007114378654876121,0.0,-1468.7092323270667,0.0,True,0.0,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
15,OC12C=CC3OC1C2O3,15,2,2,0.9998358112364848,0.9998358112364848,0.0,0.9996716224729479,0.0003283775269870812,0.0,-1539.7034466654081,0.0,True,0.0,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
16,CCC(COC=N)=NO,19,2,2,0.9974549540594116,0.9974549540594116,0.0,0.9949099081188039,0.005090091881138614,0.0,-1737.5095308442717,0.0,True,2.617236583821627e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
17,N#CC12OCC(O1)C=C2,14,2,2,0.9997849071783937,0.9997849071783937,0.0,0.9995698143567652,0.00043018564316829,0.0,-1500.7105462489424,0.0,True,3.030213601304291e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9982854941754317,0.9982854941754317,0.0,0.9965709883508416,0.003429011649093581,0.0,-1543.56841988232,0.0,True,1.4730391767185289e-16,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9992080688979676,0.9992080688979676,0.0,0.9984161377959154,0.0015838622040250045,0.0,-1678.2201106753193,0.0,True,0.0,Greedy-Distance (k=2),Greedy-Distance,with_single_atom_contributions,False,True,False,True,True
0,CC1=C(N)C=NO1,13,2,2,0.9995547910342375,0.9995547910342375,0.0,0.9991095820684485,0.0008904179314721016,0.0,-1261.5773353406917,0.0,True,5.406890304869291e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
1,CC#CC1CC(C)C1O,21,2,2,0.9999156177839083,0.9999156177839083,0.0,0.9998312355678001,0.00016876443215036368,0.0,-2019.579175708967,0.0,True,5.629234005232846e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
2,C1OC11C2C3CN2C13,15,2,2,0.9998855969782289,0.9998855969782289,0.0,0.9997711939564345,0.00022880604349561877,0.0,-1432.333978567099,0.0,True,9.524608597389272e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
3,C1NC2C3COCC12O3,18,2,2,0.999631168522536,0.999631168522536,0.0,0.9992623370450524,0.0007376629548890539,0.0,-1709.9491432050593,0.0,True,3.989130489875952e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9999914519263396,0.9999914519263396,0.0,0.9999829038526583,1.7096147278566384e-05,0.0,-1585.2289793332293,0.0,True,7.171635088921174e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9995494401037354,0.9995494401037354,0.0,0.9990988802074504,0.0009011197924886488,0.0,-1638.6151914305615,0.0,True,5.550386121947617e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
6,O=CC1OCC11CCO1,17,2,2,0.9998037686406889,0.9998037686406889,0.0,0.9996075372813574,0.00039246271858213477,0.0,-1653.7687905893724,0.0,True,8.249291318244791e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
7,CC12COCC1(C)C2O,21,2,2,0.9998549189152355,0.9998549189152355,0.0,0.999709837830454,0.00029016216949550395,0.0,-1980.9096562034208,0.0,True,5.739122799749517e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
8,CNC(=O)CC1CN1,18,2,2,0.9994434869189665,0.9994434869189665,0.0,0.998886973837913,0.0011130261620270613,0.0,-1669.6283676037929,0.0,True,1.3618220668443674e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
9,CC12C3C(CN13)OC2=O,16,2,2,0.999969319839269,0.999969319839269,0.0,0.9999386396785173,6.136032142081676e-05,0.0,-1618.1339928096172,0.0,True,1.2646437736814349e-15,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
10,COC12C(C)C1CC2C,23,2,2,0.9996827453968549,0.9996827453968549,0.0,0.9993654907936941,0.0006345092062592903,0.0,-2142.2303783647435,0.0,True,4.245550389716451e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
11,CC1C2CC2(C)C1=NO,20,2,2,0.9980714909792638,0.9980714909792638,0.0,0.9961429819585098,0.0038570180414371066,0.0,-1884.4887779695775,0.0,True,6.032768093429597e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9989734973267947,0.9989734973267947,0.0,0.9979469946535677,0.0020530053463667986,0.0,-1522.078526748084,0.0,True,2.9876733880347196e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
13,CCCC1=NC=NN=N1,17,2,2,0.9989947988974631,0.9989947988974631,0.0,0.9979895977949059,0.002010402205033095,0.0,-1633.5341333303422,0.0,True,5.567650428697528e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9985774868958082,0.9985774868958082,0.0,0.9971549737915936,0.002845026208338625,0.0,-1468.7092323270667,0.0,True,0.0,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
15,OC12C=CC3OC1C2O3,15,2,2,0.9999905739034401,0.9999905739034401,0.0,0.9999811478068585,1.8852193076489114e-05,0.0,-1539.7034466654081,0.0,True,0.0,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
16,CCC(COC=N)=NO,19,2,2,0.9974549540594116,0.9974549540594116,0.0,0.9949099081188039,0.005090091881138614,0.0,-1737.5095308442717,0.0,True,2.617236583821627e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
17,N#CC12OCC(O1)C=C2,14,2,2,0.9999958396793436,0.9999958396793436,0.0,0.9999916793586648,8.32064126847244e-06,0.0,-1500.7105462489424,0.0,True,1.5151068006521456e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9989788548710329,0.9989788548710329,0.0,0.9979577097420442,0.002042290257890908,0.0,-1543.56841988232,0.0,True,1.4730391767185289e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
19,CC1=NCC(O1)C(N)=O,17,2,2,0.999475889548031,0.999475889548031,0.0,0.9989517790960422,0.0010482209038983564,0.0,-1678.2201106753193,0.0,True,5.419400566037142e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,with_single_atom_contributions,False,False,True,False,True
0,CC1=C(N)C=NO1,13,3,3,0.9943258416806647,0.9943258416806647,0.0,0.9919237469765435,0.004804189408137504,0.003272063615240279,-1261.5773353406917,0.0,True,5.406890304869291e-16,Distance (k=3),Distance,with_single_atom_contributions,False,False,False,False,False
1,CC#CC1CC(C)C1O,21,3,3,0.993774541556049,0.993774541556049,0.0,0.9907312510598587,0.0060865809923153595,0.0031821679477769165,-2019.579175708967,0.0,True,5.629234005232846e-16,Distance (k=3),Distance,with_single_atom_contributions,False,False,False,False,False
